wav_filename,wav_filesize,transcript
0120d18a41.wav,105678,ঢাকা এবং বাংলাদেশের বিভিন্ন শহরে
0120d83605.wav,150478,আরও কিছু গুরুত্বপূর্ণ
0121049756.wav,115278,সিরিয়ার রাসায়নিক হামলার
0121284fed.wav,105678,করে বেড়াব
01215c5c7d.wav,144078,১৯৬৪ সালে অকল্যান্ড প্রযুক্তি ইন্সটিটিউট
01217b71a9.wav,83278,এ ঘটনায় জাতিসংঘ
012185a863.wav,73678,কণ্ঠ মেলান প্রবাসীরা
0121a5a802.wav,67278,তারপর
012353243b.wav,83278,গুপ্ত চিন্তা টেনে বের করা
012375606e.wav,76878,শিক্ষক পুল
0123d17435.wav,108878,অযাচিত নিয়ন্ত্রণ
012440c37f.wav,134478,হওয়ার কথা রয়েছে
012507c7eb.wav,121678,"এই ভায়োলিন তৈরি, সেখানে"
0125610541.wav,121678,"এদিকে, যুক্তরাষ্ট্র ও ইউরোপীয় ইউনিয়ন"
012561b99e.wav,64078,ঝড়
0125de825d.wav,105678,নৃত্য পরিচালক তানজিল
0126280d92.wav,96078,তুরস্কের সরকার
0126679da6.wav,118478,দর্শকদের বিভ্রান্তি আছে
01268a56a3.wav,108878,কিন্তু তিলোত্তমা স্বীকার করছেন
0126f439b2.wav,92878,হরতালের পরিবর্তে
01272f0fe2.wav,57678,পারিবারিক
0127c6226d.wav,92878,মা কোথাও কাঁদছেন
0127dace19.wav,86478,সে বিষয়ে কিছু
01280416c8.wav,115278,এতই চুপিসারে সেরেছেন
012817560e.wav,86478,তবে যারা ভাবছেন
01285ba969.wav,92878,সময় শেষ হয়ে যায়নি
0128c71da7.wav,115278,ররী একটু দূরে দূরে
012967cbe0.wav,172878,সরু ইনলেটের ওপার থেকে
01296dda4b.wav,83278,বাকি নেই আর
0129d78901.wav,64078,দিদি
012a3529b8.wav,112078,ফায়ারসার্ভিস সূত্র জানায়
012a806be7.wav,131278,দলের কোন নেতা-কর্মীর
012ae72f69.wav,86478,বঙ্গবন্ধু সেতু হয়ে
012b0235a9.wav,76878,স্ত্রীর ব্যাগে
012b3748d8.wav,83278,সংকট নিরসনে
012c1c8af0.wav,105678,সূর্যোদয়
012d3d2adc.wav,99278,বিক্রমপুরের ভাগ্যকুল
012d4da434.wav,160078,২২৫ বলের ইনিংসে চার ১৬টি
012e5968f9.wav,137678,অনুষ্ঠানে শেখ হাসিনা
012eb7f24c.wav,131278,ধানমণ্ডি জোনের পরিদর্শক
012eeaf99b.wav,121678,সবগুলো রাইডসে ভিড় রয়েছে
012f20a955.wav,86478,সমস্যা তৈরি হওয়ায়
012f889097.wav,102478,এটি তাদের
012f8bd3da.wav,83278,আজকের খেলা
012feda42a.wav,86478,বালতির পানি
0130548023.wav,137678,আবার সে বড়লোক হওয়ার কথা।
013091b7e4.wav,83278,সালোয়ার কামিজ পরার
013142cd4b.wav,108878,এর গড় উচ্চতা হল
0131b05ef8.wav,83278,পরিকল্পনা করা হচ্ছে
0131d41953.wav,160078,জগৎ অসার ও পরমেশ্বরই
0131ef6fc5.wav,86478,এপ্রিল ফুল
013207c33b.wav,121678,উদয়ন ও জালালাবাদ
01322abf0c.wav,76878,৩০০০ টাকার মধ্যে
01325d8a2a.wav,166478,কোনো লোকের সঙ্গে রতিক্রিয়ার জন্যে
0132669430.wav,128078,বেশ কিছুদিন ধরেই
01327db608.wav,92878,নামে অভিহিত করা হয়
0132af02f7.wav,99278,এরপরও অধিকাংশ স্থানেই
0132b6f11a.wav,105678,দলের বেলজিয়ান গোলরক্ষক
01331ae7f0.wav,163278,নিজেদের ভদ্দরনোকি কেতা
0133b70621.wav,92878,পরিকল্পনা নিয়েছে ১৮ দল
0133cba7cb.wav,96078,এটি হবে তৃতীয় সিনেমা
013459a567.wav,147278,তাতে শাসকদল এবং বিরোধীদল
0134b9ce90.wav,108878,জিততে পারেনি তারা
0134ebdec7.wav,86478,সকালে রওনা দেও
0134fee3cb.wav,214478,আকরাম খানের স্ত্রী সাবিনা আকরাম
013557cdf6.wav,121678,স্বতন্ত্র বেতন কাঠামো
0136485823.wav,83278,সবচেয়ে বড় জিনিস যে
0136677ba8.wav,99278,ধর্মপুরে ব্যবসায়ী
0136702d0e.wav,73678,পরামর্শ
0136f9acc5.wav,83278,সেবা প্রাপ্তির ক্ষেত্রে
01372ebb24.wav,99278,যা যুক্তরাষ্ট্রের চেয়েও বেশি
01376b22ea.wav,83278,ঘোষণা করার কথা রয়েছে
01379b4a29.wav,121678,গেস্টরুমের বিছানাটা
0137ac9b44.wav,105678,আজকে আবার জীবন আমার
0137b4a86b.wav,128078,এটা আমাদের চতুর্মাত্রিক
01382b0be1.wav,96078,রাজধানীর চকবাজার এলাকায়
01387d39e8.wav,105678,লাম্বের সঙ্গে বাদ পড়েছেন
01389ea5bb.wav,121678,ভর্তির প্রক্রিয়া শুরু করা হবে
01394ebbee.wav,80078,চীন থেকে
0139ab05f3.wav,73678,গ্রিক ভাষায়
0139b26459.wav,115278,৭ গোল করা
0139defac5.wav,102478,সব দেশেই লেগে থাকে
013a376e49.wav,102478,সিলেটে আইলাম কি
013a530102.wav,108878,জাহাজটি রক্ষার জন্য
013a58be9d.wav,153678,বৃষ্টিপাতের ধরন পাল্টে যাওয়া
013a661e1a.wav,60878,তারপর তিনি
013a739775.wav,64078,ছিল না
013a74dafa.wav,83278,গিফট আইটেম
013a8c7a03.wav,147278,ফলানো সম্ভব
013aeaeaec.wav,128078,১৯৫৫ সালে
013c5544c8.wav,105678,রাশিচক্র
013cce5d61.wav,105678,কোন সাপ এই মুহূর্তে
013cd9d091.wav,134478,আমি খুব আনন্দিত
013cef7ab9.wav,73678,বেশ লক্ষণীয় একটি দিক
013d30e11f.wav,115278,দিন চলে যায়
013df34d37.wav,211278,জানি না-আশার আলোকে
013e2b88c5.wav,96078,৫৭ রানের জুটি গড়ে
013e8fc18a.wav,76878,আমি কথা না বলে
013eb2aa8a.wav,140878,শিবানী এবং তাঁর ছেলেমেয়েরা
013ef0e631.wav,86478,মাসাজ করুন
013efe446a.wav,108878,মূল লড়াই হবে বলে
013f27a7df.wav,102478,বাড়তি এক লক্ষ
013f34ebf5.wav,92878,সহায়ক বই হিসেবে
013fc94a3d.wav,86478,অন্য ছেলে আব্দুল্লাহ
013fcc0dfd.wav,80078,কো পাইললট
013fce97aa.wav,105678,ধাবিত হয়
013fe9fddb.wav,86478,একক প্রার্থীরা
014028df54.wav,105678,বাংলাদেশে সাহিত্য-সংস্কৃতি
0140d9b95c.wav,128078,লিমন একবার চোখ খুলে
0140f76745.wav,99278,অহল্যার প্রশংসায়
014197a710.wav,96078,এখন আর কেউ নেই
0141f327d4.wav,112078,ভ্রম সংশোধন করা গিয়াছে
0142c52a2e.wav,83278,আমার যতটুকু প্রতিভা
0143071f0f.wav,89678,তবে পিঠে আর-একটা
014346d334.wav,89678,না থাকায়
014398248d.wav,128078,পরে কথা বলি
0143ac0750.wav,160078,দুই নাতনি রিয়া ও রাইমা সেন
0143dd93c6.wav,118478,পাখির দানা মুহে দেয়
01448b3f9e.wav,118478,অঞ্জন দত্তের
0144b3690a.wav,169678,তথ্যচিত্রটি দেখানো যাচ্ছে না
0144d2818e.wav,131278,বর্ণাঢ্য এক জীবনের
0144d4a791.wav,121678,শিব-মন্দিরের চতুর্দিকে
0144fea0f7.wav,112078,বিলে গ্রেপ্তারি পরোয়ানা ছাড়া
01453961a9.wav,80078,ইস্পাহানি ছাড়াও
0145d481ac.wav,80078,আবিষ্কার করেছে বিজ্ঞানীরা
0146501587.wav,108878,সন্ত্রাসের বিপক্ষে
01466e2d9a.wav,140878,এখন আপিলে আটকে গেছে
014686ca77.wav,92878,শিলালিপি হতে
0146a0f968.wav,128078,জল্পনা কাটেনি
014720985b.wav,86478,আগের প্রস্তাবে
0147d47ad2.wav,96078,করা হয়নি
0148199319.wav,115278,১০ মন জাটকা
01498e4be4.wav,73678,নৌকার ছবি
014994c218.wav,83278,৬টি বিভাগ গঠন করে
014a254b6c.wav,115278,পেপার-ব্যাক বইয়ের প্রচলন
014a3a9cfa.wav,57678,ভ্রমণ কাহিনী
014a580323.wav,89678,"৩ মে,প্রধানমন্ত্রী"
014a9b974d.wav,150478,উপাদানকে বলা হয় প্লাজমিড
014aa02c92.wav,92878,মানুষের সংস্কৃতিতে
014acc1da2.wav,86478,আইনে পরিণত হতে
014b58cba6.wav,115278,এ অর্থ রাতারাতি তো
014b9c76cb.wav,92878,গোল গোল কাঠ
014c08a882.wav,121678,৫ জন নতুন ডিজাইনার
014c0f7d07.wav,140878,সেখানে মোতায়েন ছিল
014cb40ea2.wav,96078,বিষয়টি মোবাইল ফোনে
014cd933e8.wav,102478,এখানে কাজ হবে না
014d48fb19.wav,115278,তার মতো প্রায় আড়াইশ শিক্ষার্থী
014d5b6755.wav,121678,মনুষ্যবল হইতে প্রাকৃতিক বল
014d5c751c.wav,124878,মার্কিন যুক্তরাষ্ট্রের চেয়ে
014e35f08b.wav,92878,স্বর্ণলুটের পর
014e3e1280.wav,83278,একবছরে ক্ষতি হয়
014eccbe8d.wav,83278,ও শুভেচ্ছা জানাচ্ছি
014ece32c0.wav,137678,চুরি করতে পারে না
014fd85b9d.wav,121678,সুলেখার মা বললেন
014fe4350a.wav,131278,বিষাক্ত তামাক সেবনের বদলে
014ff86ecd.wav,102478,আত্মহত্যার চেষ্টা করেছে
015001d83b.wav,89678,বলে মনে করা হচ্ছে
015025f1da.wav,89678,এখন নিজেই বলুন
0150c2c781.wav,131278,সে পথে চলতে পারে নি
0150fd00e1.wav,124878,দেখা করলাম
0151a5e97e.wav,137678,জসিমউদ্দিন আহমেদ
0151a6d4ed.wav,73678,বানী
0151d3f388.wav,76878,হয়ে যায়
015233dd44.wav,112078,এদিকে পুলিশের বন্দুকযুদ্ধ নিয়ে
0152366269.wav,102478,বৃষ্টি কমে যাবে একসময়
0152b6d207.wav,137678,টানা বেশ কয়েক দিন
0152c80893.wav,99278,সংসদ বর্জন
01532d8fba.wav,124878,কেমন নারীদেরকে
015336cc71.wav,92878,নাকি 'ইয়াবা' নামক
01538e7cd8.wav,118478,স্পেনের অন্যতম সফল দলটির
0153d4fae0.wav,80078,সুইটি
01542e8204.wav,92878,বের করে আনা হয়েছে
0154693c68.wav,73678,দেওয়া আছে কিনা
015486ae4f.wav,124878,এ জে মোহাম্মাদ আলী
0154abe615.wav,102478,তাদের একজন কর্মী
0154b33f42.wav,124878,ওপর প্রদত্ত সর্বোচ্চ
0154e0b24d.wav,99278,কেউ আবার ভীষণ উত্তেজিত
0154ecf48b.wav,105678,সংরক্ষণ করতে হব
01558d59f2.wav,112078,স্বাস্থ্যও তার ভালো নয়
0155e8356a.wav,163278,পরের দুঃখে দীনবন্ধুর ন্যায়
0157103e77.wav,99278,তারা প্রাতিষ্ঠানিক
01578bd051.wav,137678,একাগ্রচিত্ত হইতে পারে না
01579a019e.wav,76878,হোটেল রেডিসন
0157a4642d.wav,112078,তাদের বোঝাতে হতো
0157e70744.wav,92878,তিনি রাজা
0158fbb7df.wav,265678,দক্ষিণ ভারত মহাসাগরের প্রায় চারশো বর্গকিলোমিটার এলাকা জুড়ে এই ১২২টি জিনিস ছড়িয়ে আছে।
01598158a4.wav,92878,হেয় জ্ঞান করিতে লাগিলেন
0159a3bb9f.wav,115278,জাদুঘর করা অত্যন্ত জরুরি
0159b126f9.wav,92878,এভাবে মাঝে মাঝে করুন
015ab74212.wav,96078,বলাইবাহুল্য
015cd2bb26.wav,96078,এ অ্যালবামে অনেকেরই
015d5f56e5.wav,86478,আদান-প্রদানের জন্য
015d7437b7.wav,83278,মূলত সেক্সের কথা
015dec6ab0.wav,102478,প্রধান কোচ হিসেবে নিয়োগ দেয়
015e502c79.wav,115278,এ রকম গল্প বড় মনোহর
015e86d6ac.wav,73678,সাবেক বিশ্বসেরা
015f1ea678.wav,124878,জীবন বৃত্তান্ত
015f86c8c5.wav,179278,সতর্ক পাহারার মধ্যেও
0160238f36.wav,96078,বিডিনিউজ টোয়েন্টিফোর ডটকমের
016082f788.wav,176078,একপর্যায়ে বিভার জীবনে আসে অতীশ
0160b241dd.wav,86478,কমিটি প্রধান
01615b7bef.wav,134478,কিন্তু এই দ্বিতীয় অভিযানেও
01616de129.wav,137678,ওসামা বিন লাদেন নিহত হন
0161f4d538.wav,92878,এর মধ্যে আছেন
01625eaa9a.wav,131278,কালাসোনা এক সময়
01627c1dc3.wav,99278,সেটা বলছি না
0163614dda.wav,80078,রক্ষা করেন
01636bdf6b.wav,70478,আরো বেশী
0163aaa2fd.wav,131278,বাড়ানো কমানো সম্ভব বলে
01645d776e.wav,89678,মিস ইউনিভার্স খেতাব
01657980f9.wav,134478,স্ট্রাইকিং ফোর্স হিসেবে
0165e9b23d.wav,112078,আজকালের মধ্যে
0167049563.wav,140878,ক্যাপ্টেন জেমস হেনসি সেভিয়ার
01672bf945.wav,121678,৪টি চমৎকার টিপস
01672ceaf9.wav,96078,কি নিয়ে ভাবছেন
01673b5228.wav,80078,কানামাছি খেলা
0167599006.wav,217678,মারাত্মক ক্ষতি বয়ে নিয়ে আসবে
0167818fd9.wav,105678,"দাম: ৬,৫০০ টাকা"
0168076e59.wav,236878,লক্ষ্যকরে বোমা ছোড়ে
016808203e.wav,80078,নাইজারের প্রথম প্রেসিডেন্ট
01683c5b85.wav,134478,তাঁর ছেলে
0168dba8fc.wav,80078,মার্কিন যুক্তরাষ্ট্রের চেয়ে
01692283d8.wav,131278,সভাপর্বে আর তাঁহাকে
0169f887f6.wav,233678,সিটি বা লন্ডনের বাণিজ্যিক এলাকা এখন সম্প্রসারিত হচ্ছে টাওয়ার হ্যামলেটসের দিকে।
016a0074c4.wav,80078,দ্বিতীয় স্থান অধিকার করেছে
016a4003e3.wav,96078,অধিক ভাড়া আদায় করেন
016a6d633a.wav,105678,অ্যালিস দাবায় চাল
016a7952a0.wav,118478,কেন গ্রেপ্তার দেখানো হয়েছে
016a924495.wav,131278,লেফটেন্যান্ট চার্পেন্টিয়ার
016a92e9c0.wav,108878,সাভারের এক যুবদল নেতাকে
016aab8d34.wav,108878,কৃষিকাজই এঁদের পেশা
016ad4358d.wav,134478,উহাকে দেখিয়াছি
016b036b10.wav,118478,ছাড়াও অজয় ভট্টাচার্য
016b06e3bb.wav,92878,এসব নিয়েই তো
016b11f125.wav,105678,পাত্রপক্ষের সামনে
016b3cf1b5.wav,92878,এক যুগেরও
016b408838.wav,124878,সরকার শুধু তার অনুগতদের
016baa819a.wav,147278,মূল ভূমিকা পালন করেছে
016bd3afe4.wav,92878,ভৌতিক গল্প
016bdea627.wav,140878,স্থানীয় ভাষায় বলে শামপুর
016c1cd523.wav,131278,অমনি ওই শরীরের মতো
016c334007.wav,108878,১৬৮৯ সালে
016c433dcd.wav,121678,বুলবুল কেন্দ্রে যাওয়ার
016c48b266.wav,176078,কোনোটাই গল্পের বর্ণনার সঙ্গে মেলেনি
016ced02a6.wav,80078,বিভিন্ন ধরনের
016d3e4302.wav,92878,যশোরে উপজেলা নির্বাচনের
016d9143f7.wav,76878,৫ সদস্য আহত হয়
016e3c5885.wav,160078,বান্দ্রায় নিজের বাড়িতে
016e991346.wav,137678,তোমার পদচ্যূতা গঙ্গার ধারা
016ed5b042.wav,112078,ঘূর্ণিঝড়-বিধ্বস্ত খুলনা ও বরিশালের
016fc43c10.wav,70478,জায়গা পেয়েছে
017009bfab.wav,108878,বর্তমান নারী-নীতি
01702dafe0.wav,131278,কম দায়ী ছিলেন না
01711448ad.wav,121678,আর দেরি নাই
0171172f3e.wav,83278,ইন্টারনেটে আয়
017192d2b9.wav,140878,৯ জনকে ৫৪ ধারায়
0172ea8ea8.wav,156878,নানা জনের নানা গল্প শুনি
0172f25f37.wav,163278,১৯৭২ সালে তিনি পিরোজপুরে প্রথম মাহফিল করেন।
017317c20b.wav,147278,দর্শকের পছন্দ অনুযায়ী
01737116d1.wav,86478,শহরতলী এলাকা
0174718973.wav,137678,এই যে
01749300c2.wav,89678,এক পুত্রেই তাহা
0174ff391a.wav,70478,গেইল
01750a3785.wav,128078,কবি ও প্রাবন্ধিক রাজু আলাউদ্দিন
01756b8dac.wav,76878,এই রোহিঙ্গারা বাংলাদেশে
01759f03fd.wav,166478,ভারতের আইসিসি চ্যাম্পিয়ন্স ট্রফি
0175bf5f7a.wav,124878,বুয়েটের গেইটে অবস্থান নেয়
017651d621.wav,105678,কুক্ষিগত হতো
017699f1d3.wav,83278,পাশাপাশি তার
01773b1d80.wav,163278,শব্দ শুষে নেওয়ার জন্য
0177917556.wav,124878,সংবেদনশীলতা প্রকাশ করা
0177b05725.wav,105678,ইংরেজি মাধ্যমের স্কুল
0177b5cdbc.wav,89678,লাগাম নাই
0177e02ad0.wav,89678,মকবুল মোর্শেদ আহমেদ
01780be1c9.wav,147278,ব্যবহৃত সংকেত পিএইচ
01781a0f09.wav,83278,রাণীর সম্মানে
017981ffad.wav,137678,অ্যাকিলিসের নামের অর্থ
0179af576c.wav,96078,পরে ঢাকা বিশ্ববিদ্যালয়ের
0179c24156.wav,99278,তেল ক্ষেত্রের তত্ত্বাবধানের
0179d4f077.wav,204878,একটি সামান্য পরিবর্তিত সংস্করণে
0179fe5607.wav,64078,উদ্ধার করেন
017a3dda05.wav,144078,দমন-পীড়ন চালাচ্ছে বলে
017a5768c3.wav,131278,কোনো গাড়িতে এয়ারব্যাগ নেই
017a8de9ba.wav,99278,সীতাকোট বিহার খনন
017ac35c37.wav,112078,আমরা প্রথম ঘন্টায়
017ad4de58.wav,73678,বসন্তের প্রথম দিনে
017b044289.wav,105678,ভারতের স্বাধীনতার পর
017b210d47.wav,102478,এখন সেখানে টিন
017b2221e1.wav,112078,রুনু তেমনি এক বন্দী
017b542cd5.wav,76878,দুই রাজ্যের
017b7d648c.wav,153678,বালা ও চুড়িগুলি
017bc3e460.wav,124878,ঝড় মোকাবেলায়
017c43371e.wav,86478,তাদের হাতে নেই
017cb58a55.wav,115278,মুক্তির জন্য
017cd12493.wav,64078,টাংগাইল
017cf0d6df.wav,92878,ধানক্ষেতে লাশ দেখে
017d44673f.wav,89678,মঙ্গলবার ওই কিশোরী
017d4f2b22.wav,131278,তাহার কোন সম্বন্ধ নাই
017d73166f.wav,99278,সামনের জানালা দিয়ে
017d9e4dfc.wav,140878,অনুর্ধ-১৪ ও ১৬ দলের জন্য
017dc03bbf.wav,121678,শহরের আইনশৃংখলা পরিস্থিতি
017e11be2d.wav,128078,রমনায় বর্ষবরণের অনুষ্ঠানে
017e1de5f1.wav,102478,পৃথিবীর সবচেয়ে সুন্দর ছবি
017e3963ed.wav,112078,এলাকাবাসীর অভিযোগ তাকে
017e9c8ea2.wav,163278,তুহিনের বিকল্প নেই বলেই
017eff219c.wav,92878,অতি স্থূলতা
017f29b743.wav,76878,ও গ্রহণযোগ্য নির্বাচনে
017f2bb424.wav,182478,কাজ করে গেছেন
017f3a31e0.wav,89678,অয়েল ফ্রি ক্লিনজার দিয়ে
017fd1480a.wav,105678,উভয় মতের উপর
01806c1f68.wav,121678,দিনের শুরুতে ভ্রমণ রয়েছে
01809f3ba0.wav,188878,তাহা তখনই শুনিয়াছিলাম
0180efc38c.wav,128078,হরতাল প্রত্যাহার করা না হলে
0181065055.wav,80078,মৌটুসী বিশ্বাস
01817c10cc.wav,204878,শান্তিপূর্ণভাবে চালানো আন্দোলনের
0181fad09f.wav,134478,রাজউক উত্তরা মডেল স্কুল এন্ড কলেজ
01821dbee3.wav,89678,এর আগেও সত্যজিত
01824838e0.wav,128078,বেদ যে মনুষ্য-প্রণীত
018259a261.wav,201678,আমূল পরিবর্তন সাধিত হয়েছে
01829d4030.wav,102478,বাহির করা প্রয়োজন
018323bd43.wav,83278,প্রণীত আইনের
0183d2e928.wav,115278,গ্যাসের দাবি রাজশাহীর মানুষের প্রাণের দাবি।
01844f8bed.wav,115278,তার রক্তাক্ত প্রতিফলন ছিল একদিকে
01846238ea.wav,144078,জিম ইকুউপমেন্ট
0184929b94.wav,92878,তিনি দৃঢ় আত্মপ্রত্যয়
0184fdd968.wav,108878,দুই ঘণ্টা ধরে
0184fdfb96.wav,86478,বিভিন্ন রাজনৈতিক দলের
01852c21f9.wav,118478,দায়িত্ব পালন করে আসছিলেন
018550fd2d.wav,64078,মুগ্ধ হয়ে
0185f4822e.wav,147278,২০১০ সালের ২৪শে মে
0186050a9b.wav,124878,তার দু’বার হার্ট এ্যাটাক হয়
0186b990c3.wav,179278,যেসব পণ্য রয়েছে
0186db3d8c.wav,105678,তখন প্রবল হচ্ছিল
01871b6860.wav,92878,এ ধরণের ক্ষেত্রে
01874b6e48.wav,144078,স্থানীয় বিষয়কেই বেশি
018761c6aa.wav,182478,কাফরুলের সুজাতনগর
0187730e04.wav,108878,আমি আগ বাড়িয়ে বলেছিলাম
